"","species","Annotated","Number of samples","Observer","HM4.Order","HM4.Family","HM4.Latin.name","HM4.Common.name","HM4.Subspecies","No_notes_in_call_bout.song","No_of_Note_Types","IntraIndiv_variation","IntraSpecific_variation","Single.Note.Song.Pace","Note_Min_Freq_Average","Note_Min_Freq_Variance","Note.Max.Freq.Average","Note.Max.Freq.Variance","Note_Length_Average","Note_Length_Variance","Note_Bandwidth_Average","Note.Bandwidth.Variance","Note_Peak_Freq_Average","Note.Peak.Freq.Variance","Song_Peak_Freq","Song_Min_Freq","Song_Max_Freq","Duration.1st.note","Max.Freq.1st.note","Song.Bandwidth","Note.Count","Song.Duration","Duration.middle.note","Max.freq.middle.note","Duration.Final.Note","Max.Freq.Final.Note","Duration.longest.note","Note_Slope_Average","Note.Slope.Variance","Max.Note.Slope","Pause.Length.Average","Pause.Length.Variance","Note.Slope.first.note","Note.Slope.middle.note","Note.Slope.final.note","Duration.longest.pause","Pace1","Pace2","Pace3","Pace_Change_1","Pace_Change_2","Note_Rate","Freq_Change_1","Freq_Change_2","Dur_change_1","Dur_Change_2","Note_Slope_Ch1","Note_Slope_Ch2","Note_5._Freq","Note_95._Freq","Song_Min_Freq_5","Song_Max_Freq_95","Song.Freq.5..Variance","Song.Freq.95..Variance","Note_Bandwidth_90","Note.Bandwidth.90..Variance","Song_Bandwidth2","Note_Slope_2_Average","Note.Slope.2.Variance","Note_Slope_2_Max","X95..Freq1","X95..Freq2","X95..Freq3","X90..Bandwidth1","X90..Bandwidth2","X90..Bandwidth3","Peak.Freq1","Peak.Freq2","Peak.Freq3","Note.Slope1","Note.Slope2","Note.Slope3","Max.Power1","Max.Power2","Max.Power3"
"83","Antrostomus carolinensis","yes",6,"CW+JT","Caprimulgiformes","Caprimulgidae A","Antrostomus carolinensis","Chuck-will's-widow","monotypic",4,4,"0","NA",NA,1225.37666666667,29542.8578027779,2305.64361111111,61559.3553245369,0.127991666666667,0.00582522319444444,1080.26611111111,89546.1685120372,1727.71777777778,33209.4252148147,1722.6,1070.76666666667,2502.06666666667,0.0273333333333333,2380.3,1431.3,4,0.910166666666667,0.130833333333333,2350.46666666667,0.217166666666667,2485.51666666667,0.221833333333333,14978.067424479,182309093.562461,35173.7903188031,"0.142944444444444","0.00999415740740743",35173.7903188031,10478.6973500012,6531.80971284621,0.264333333333334,"5.78034682080919","9.30232558139551","4.4843049327353","1.60930232558144","0.482062780269037",4.43169936309516,0.985161721342345,1.07047636884355,4.96648468752049,"1.88856014027865",0.331880431934879,0.745964767830539,1422.66222222222,2162.6125,1287.25,2340.58333333333,26799.9324925926,47852.1198819444,739.945277777778,77170.5865328704,1053.33333333333,9897.9141286199,70247736.6675476,22482.0460592264,2250,2192.18333333333,"2144.01666666667",609.1,870.7,"795.85",1910.7,1631.375,"1647.975",21605.6064648701,8115.86427198161,"3958.26897935377",88.3833333333333,95.4666666666667,"97.625"
"84","Calonectris borealis","yes",5,"CW+JT","Procellariiformes","Procellariidae A","Calonectris borealis","Cory's Shearwater","monotypic",4,2,"0","NA",NA,3211.06,573771.59575,3861.52,744254.901999999,0.37945,0.00413583750000001,650.465,39367.733125,3557.29,607262.251750001,3841.52,2126.14,4776.8,0.463,4537.12,2650.66,4,1.7722,0.3616,4142.76,0.3904,2623.2,0.4686,1727.12268557254,186619.061346159,2066.90353399531,"0.0848000000000003","0.000768666666666643",2032.11369955473,1971.55446672546,1119.76342057782,0.1138,"NaN","NaN","NaN","NaN","NaN",2.26658125719796,0.918349266795056,0.653522742166669,0.779960897019317,"1.0950903309559",0.97588455194886,0.591576617162345,3279.5,3817.835,2205,4711.46,557364.53,722603.901375001,538.34,34958.54175,2506.46,1426.54296592743,174234.755607145,1778.33060708419,4470.3,4099.92,"3350.56",792.42,594.32,"383.31",4186.04,3720.94,"3161.09",1728.33045936524,1664.1194768308,"1156.86096375685",90.98,91.78,"88.73"
"85","Probosciger aterrimus","yes",4,"CW+JT","Psittaciformes","Cacatuidae","Probosciger aterrimus","Palm Cockatoo","investigating",4,4,"0","NA",NA,1816.09375,403534.824427083,3004.07916666667,985585.324513889,0.198229166666667,0.0132705399305556,1187.98958333333,399435.250190972,2363.30208333333,505631.497065972,2732.575,1068.45,4177.675,0.1125,2201.5,3109.225,4,5.812,0.18075,2965.525,0.1975,3557.325,0.3405,8086.25645008554,19759890.2431458,14455.8932461874,"-0.876766666666666","17.0203544822222",9856.34339622642,10584.0492636919,7721.57782168675,0.2735,"3.7878787878788","3.13479623824451","5.93471810089021","0.82758620689655","1.89317507418398",2.61162037510026,1.40730716249747,1.46331171225377,3.0162641509434,"4.56643364607959",1.22981189606511,1.34717228447863,2058.42083333333,2868.56041666667,1341.15,3999,401193.625868055,949393.568940973,810.145833333333,295832.407534722,2657.85,4891.8114180466,6899017.5630092,8664.18706253187,2258.55,3390.6875,"2955.01666666667",449.65,1170.2125,"897.45",2160.6875,2623.6625,"2245.26666666667",4364.08247346698,4744.98850729493,"5237.27470420105",100.0625,99.2375,"106.25"
"86","Strix occidentalis","yes",5,"CW+JT","Strigiformes","Strigidae A","Strix occidentalis","Spotted Owl","caurina",4,3,"NA","NA",NA,270.745,268.177875,718.665,545.405375,0.224,0.012633375,447.915,812.614125000004,602.195,231.878375,606.5,248.94,739.52,0.15,694.5,490.58,4,3.4806,0.165,723.84,0.3848,722.22,0.3848,2299.2123472176,484703.176380808,3031.1813965764,"0.861533333333333","0.293182355533333",2872.97987108463,2752.96602492985,1261.69892178314,1.374,"NaN","NaN","NaN","NaN","NaN",1.16072334303951,1.04651650448693,0.997960242406951,1.14264106196608,"2.28425328756778",0.979093775224475,0.464403520424033,522.39,650.34,509.46,667.56,139.32075,417.101,127.93,417.962249999999,158.1,682.895559598319,79971.7768618139,1037.21126080516,641.74,667.56,"646.03",132.24,140.86,"119.31",589.28,615.12,"602.19",930.4847128725,852.455254298133,"474.321135691322",101.72,104.18,"105.07"
"87","Heliornis fulica","yes",10,"CW","Gruiformes","Heliornithidae","Heliornis fulica","Sungrebe","monotypic",3.6,1.2,"0","NA",NA,535.43433333,3875.81797888666,955.666666663333,30104.7731866748,0.125220000033333,0.000417246644444445,420.20766666,20091.1948056064,780.328666666667,17552.8626488889,839.05,491.49,1060.18,0.1281,944.38,568.69,3.6,1.2798,0.1372,1032.26,0.114,933.52,0.1424,3185.50300938026,1016479.30913433,4018.21167151032,"0.287725","0.00346751879999999",3025.52635296481,3226.66369819252,3428.91126595785,0.3373,"3.18155296933333","3.246235129","6.79756144066667","1.020500527","2.11977023366667",3.29966133369791,1.0806097393322,0.933464576205578,1.16033830389002,"0.859603316489396",1.0788600092105,1.01035316455979,706.872333336667,875.328333333333,629.79,957.87,11502.3484011089,23950.9126944444,168.424333336667,6379.60829004444,328.08,1284.03613712838,254503.979212378,1840.32568038587,858.82,876.05,"848.966666666667",168.72,177.315,"149.177777777778",776.595,761.52,"760.011111111111",1245.88207256976,1288.49268800059,"1295.20185239546",102.815,103.29,"103.611111111111"
"88","Psophodes occidentalis","yes",4,"CA","Passeriformes","Psophodidae","Psophodes occidentalis","Chiming Wedgebill",NA,4.5,2.5,"NA",NA,NA,3277.97,530630.170437498,3564.53375,492046.65509375,0.1074625,0.002072231875,286.565,5247.5113,3439.37375,515497.144343748,3036.15,2310.85,4601.65,0.0835,4309.75,2290.8,4.5,0.8345,0.08575,3805.875,0.10275,2745.225,0.17,3303.76723536157,1396929.06069495,4754.26796534175,"0.1085","0.0017077361111111",3171.07899224113,3972.10273634043,4228.31693082953,0.1565,"11.0222868217054","7.24675324675325","18.4210526315789","0.655688311688312","2.45526315789473",5.62123663497383,0.922514188046007,0.722944289305754,1.12941628843283,"1.20106642763342",1.31915212311605,1.05770074520804,3395.7875,3493.20625,2422.525,4521.95,510466.143324998,502134.25191875,97.41375,1274.30886875,2099.425,1331.30033902889,1026180.62421132,2493.23910333023,4075.1375,3639.0875,"2740.0875",96.875,86.1125,"129.175",4026.7125,3596.025,"2653.9375",1290.44503393421,1062.89168666285,"2211.52635284796",75.425,77.3375,"78.45"
"89","Tichodroma muraria","yes",6,"CW","Passeriformes","Sittidae B (wallcreeper)","Tichodroma muraria","Wallcreeper","muraria",4.5,4.33333333333333,"0","NA",NA,2834.64916666667,425881.222745833,3419.81666666667,591818.251284722,0.410752777777778,0.025113350037037,585.163888888889,26860.7786064815,3185.17,495005.359502778,3188.65,2020.13333333333,4455.45,0.375833333333333,2874.38333333333,2435.31666666667,4.5,2.38016666666667,0.319333333333333,3162.55,0.505333333333333,3683.21666666667,0.615333333333333,1652.28547088933,375593.65521893,2463.04454863113,"0.151141666611111","0.00478807318518518",1564.19329224406,1873.16020054881,1355.83739442268,0.234166666666667,"2.96531950813204","1.85945604608545","1.99711717167185","0.618587318142032","1.20194685739891",2.07735535643143,1.18318825726871,1.17849431960084,0.947371796895417,"1.68804797734841",1.39928317127776,0.864820722572551,2990.81805555556,3337.2275,2160.7,4380.13333333333,413330.567363426,594758.710906944,346.396944444444,26503.1537781482,2219.43333333333,896.89965901707,102077.547773565,1293.39225971899,2844.61666666667,3245.95,"3545.70833333333",266.633333333333,302.35,"398.933333333333",2678.35833333333,3144.28333333333,"3366.44166666667",763.866636955447,863.823547620926,"916.476179595921",83.9666666666667,87.8333333333333,"88.0166666666667"
"90","Ifrita kowaldi","yes",3,"CW+JT","Passeriformes","Ifritidae","Ifrita kowaldi","Blue-capped Ifrit","kowaldi",5,3,"0","NA",NA,2967.44666666667,335415.705866667,5774.52666666667,744928.414133331,0.196666666666667,0.00557597333333333,2807.06,1394797.57226666,4757.41333333333,436693.474133335,4895.2,2300.7,6626.23333333333,0.106333333333333,5859,4325.53333333333,5,1.67966666666667,0.235333333333333,5166.1,0.233666666666667,4913.7,0.291333333333333,16262.5919282448,39545255.9822955,23766.4858966843,"0.174083333333333","0.00459056249999996",23581.7458450047,11210.8165026306,10033.9240107979,0.273333333333333,"4.19403628897954","3.55621863640596","4.28697694479031","0.83670729517275","1.26708655987354",2.98546153608193,0.883240781174382,0.961179466550324,2.05946342981637,"1.44413239270033",0.446783779466077,1.54819269416361,3818.54,5368.94,3316.1,6058,256601.9192,388900.499199998,1550.40666666667,611951.302666667,2741.9,8785.92176963585,15461521.2284563,13839.9837514934,5526.85,5562.73333333333,"4665.53333333333",1679.6,1593.46666666667,"1205.9",4880.86666666667,5038.8,"3947.73333333333",10445.4054801408,8940.22781037338,"5158.34226715094",100.283333333333,97.2833333333333,"102.6"
"91","Oreocharis arfaki","yes",2,"CW+JT","Passeriformes","Paramythiidae","Oreocharis arfaki","Tit Berrypecker","monotypic",2,2,"0","NA",NA,6718.775,21393.73125,8401.675,32625.0812500001,0.3135,0.000974249999999992,1682.9,3162.32499999999,7625.7,273.780000000002,7637.4,6584.75,8541.35,0.339,8262,1956.6,2,0.830999999999999,0.339,8262,0.288,8541.35,0.339,5412.10393525001,211183.110734032,5861.55377044435,"0.203999999999999","0",4962.65410005568,4962.65410005568,5861.55377044435,0.203999999999999,"NaN","NaN","NaN","NaN","NaN",2.42443692379508,1,1.0350182761028,1,"0.860574246401018",1,1.18218428805922,7345.1,8022.525,7279.55,8089.05,6069.21250000001,4810.71624999999,677.425,506.07625,809.5,2173.61886939227,69075.5628971448,2370.2552738267,7956,8089.05,"NaN",676.45,678.4,"NaN",7637.4,7614,"NaN",1999.2351334871,2348.00260529744,"NaN",90.2,88.15,"NaN"
"92","Pycnonotus jocosus","yes",6,"CA","Passeriformes","Pycnonotidae","Pycnonotus jocosus","Red-whiskered Bulbul",NA,5,4,"NA",NA,NA,1965.805,168695.498143518,3027.43333333333,265011.607874075,0.118225,0.00196190921296296,1061.62805555556,150515.54438287,2639.76305555556,245041.988560648,2778.26666666667,1459.58333333333,3709.05,0.0981666666666667,2787.5,2249.46666666667,5,0.779833333333333,0.134333333333333,3440.03333333333,0.155833333333333,2767.48333333333,0.1835,10181.5610813893,8320188.27335641,14445.8863489909,"0.0467638888888889","0.00126249087962964",10836.1734561735,8777.47657529454,7889.67694549084,0.0915000000000003,"7.123305157056","9.61906416178503","6.55065985525756","1.34084143116441","0.721317581949766",6.68206871876812,1.28616784115703,0.825916898197578,1.74071391571392,"1.46374865726348",0.886237740893121,0.986686522256591,2337.40722222222,2833.18361111111,1748.56666666667,3496.1,180880.730687037,211281.730619908,495.794722222222,57957.6913273148,1747.53333333333,4671.55049724121,3498606.2581404,7183.23652341815,2559.10833333333,3131.15,"2805.16666666667",424.275,506.825,"597.5",2387.26666666667,3010.59166666667,"2540.75",5792.0043402911,3930.20518500971,"4068.86024253884",92.2416666666667,98.5666666666667,"96.7333333333333"
"93","Stercorarius parasiticus","yes",6,"CW+JT","Charadriiformes","Stercorariidae","Stercorarius parasiticus","Artic Skua","monotypic",6.33333333333333,1.5,"NA","NA",NA,827.456613756614,14577.7294921979,2656.2242846104,136103.948535134,0.509297911142857,0.135340142395314,2024.21853991406,146060.640169507,1862.46111111111,169636.073054875,1765.73333333333,1098.66666666667,21044.6377333333,59918.5499333333,2734.20666666667,15496.4324,350.033333333333,187.729154333333,64647.4684166667,3148.399194,355.524666666667,2576.89166666667,596.156,5585.69832109272,2450899.13358668,7983.2712882379,"334.094333333333","330.19749194213",5321.42618944013,5346.50059852781,7279.54097040438,389.221694,"19.9060077418264","19.9331420568366","19.1104311690733","0.969864152691669","1.36845231153527",1.54779588424314,1.0472805724742,0.989058873962585,1.02144496881868,"0.57436903999526",1.0706593282791,2.05597813635862,1215.89357142857,2482.21306878307,954.65,2957.2,45900.4957772108,134174.126465038,1266.33251322751,73573.2804732889,2002.55,3576.87115963025,2663627.83486559,6599.21122369125,2398.57222222222,2570.82777777778,"2414.11805555556",1184.33611111111,1349.42777777778,"1249.53472222222",1765.73611111111,1999.01111111111,"1930.21805555556",3101.35862489314,3296.74887637342,"4181.24441219581",100.263888888889,101.036111111111,"93.1680555555556"
"94","Catharus fuscescens","yes",6,"CA","Passeriformes","Turdidae","Catharus fuscescens","Veery",NA,4.83333333333333,3.5,"NA",NA,NA,2679.74980166667,107959.053485,4206.37658733333,141898.353378333,0.329188492166667,0.008662039,1526.59603161111,76046.0840995926,3374.38769844444,80031.6977109259,3273.05,2315.8,4704.9,0.2705,4074.53333333333,2389.1,4.83333333333333,1.72016666666667,0.318666666666667,4412.18333333333,0.443333333333333,4028.3,0.459666666666667,4911.2758944997,930265.003755265,6115.7681105,"0.0554111111666665","0.000697747166666646",5214.88054033333,5124.11792581761,3793.86620601484,0.0858333333333315,"4.25682590333333","4.14523970266667","2.39713652","0.977557721","0.604008836333333",2.7716049414006,1.08361546487614,0.931059789686376,1.22001864433333,"1.69338945612579",1.03677184237175,0.751463712435203,2886.46746038889,3970.39880933333,2584,4328.18333333333,73830.719997037,92644.3118576666,1083.92777782778,67242.2223020926,1744.18333333333,3449.2621286272,557583.411002951,4432.56066718348,3929.81666666667,4062.59166666667,"3904.68888883333",839.791666666667,1137.675,"1228.6",3552.96666666667,3416.60833333333,"3172.55833333333",3451.12083616667,3833.96045303145,"3156.56199451682",92.825,100.141666666667,"103.616666666667"
"95","Anhinga anhinga","yes",6,"CW+JT","Pelecaniformes","Anhingidae","Anhinga anhinga","Anhinga","leucogaster",4.83333333333333,1,"0","NA",NA,1327.30166666667,3109.74290555556,2113.64277777778,24024.1791537034,0.219119444444444,0.00400637828703704,786.334166666667,16867.4265958334,1694.16777777778,2009.60035648148,1712.8,1281.53333333333,2285.98333333333,0.185166666666667,2236.21666666667,1004.45,4.83333333333333,1.278,0.217333333333333,2067.76666666667,0.2025,2108.75,0.271666666666667,4075.09742562232,1841556.46352389,6219.16140396988,"0.0580500000000001","0.000271941944444457",5296.87888412433,3887.5840717691,4333.70596867925,0.074333333333334,"4.51153458939716","3.7118945183201","5.75827189547753","0.839939502545279","1.6660082327447",3.91991596701661,0.951972776300157,1.01812461433228,1.26504070392688,"1.04057297492902",0.776819914547824,1.34081200018959,1458.56222222222,1952.81611111111,1411.26666666667,2093.71666666667,2925.67245925926,16087.6658231481,494.241388888889,12169.0419606482,682.45,2597.84244007495,944366.852928825,4002.54795713932,2050.75,1917.90833333333,"1934.18333333333",566.183333333333,456.8,"483.833333333333",1712.79166666667,1697.16666666667,"1689.34166666667",3137.47370225791,2373.7016728792,"2646.65471938339",95.4,95.525,"90.8"
"96","Ibidorhyncha struthersii","yes",6,"CW","Charadriiformes","Haematopodidae B (ibisbill)","Ibidorhyncha struthersii","Ibisbill","monotypic",4.83333333333333,1.5,"0","NA",NA,2550.06666661111,16706.0258852037,3893.12416672222,170591.554136574,0.0669222221666667,0.00039971674074074,1343.04388889444,149021.631887037,3665.30777772222,206417.075237036,4127.2,2482.75,4521.55,0.0955,4476.16666666667,2038.8,4.83333333333333,0.574499999999999,0.059,3857.95,0.058,3593.23333333333,0.0955,20017.9265220007,22039160.8260365,26332.6283546707,"0.0707111111111109","0.000230591064814816",19170.1258635771,22086.7440822244,18342.8833520995,0.087166666666666,"11.3452349447677","11.5627995952804","15.4142444662271","1.03724476811671","1.32798068231776",8.38750358601082,0.86691675949944,0.937594704480071,0.652322790824658,"0.986410990937065",1.45346307419362,0.834657075169961,3177.2180555,3770.68611116667,2921.33333333333,4428.65,124861.359934722,182063.379583333,593.492500005555,70381.9598199815,1507.31666666667,9427.92387263561,18547320.6612663,13779.7804884783,4220.49166666667,3642.68333333333,"3481.18333333333",703.425,552.708333333333,"523.983333333333",4152.30833333333,3527.86666666667,"3384.3",9388.30352539568,9665.94864891735,"8797.53508287572",102.708333333333,101.058333333333,"99.8833333333333"
"97","Oriolus oriolus","yes",6,"CA","Passeriformes","Oriolidae","Oriolus oriolus","Eurasian Golden Oriole",NA,5.5,4.66666666666667,"NA",NA,NA,1459.19222233333,150831.806836667,2005.71166666667,104744.009765,0.12575,0.0050325335,546.513888883333,81980.98167,1828.43666666667,80072.0637800001,1863.38333333333,957.65,2465.13333333333,0.0856666666666667,1945.5,1507.48333333333,5.5,0.852333333333333,0.095,2006.76666666667,0.2305,1976.65,0.2305,5816.16545596667,16749097.6535507,12501.9853211905,"0.0337083333333333","0.0007815145",4967.90332015771,6646.18367167204,4295.39058778283,0.0755,"10.6791345779843","7.47914897016667","5.37424497985678","0.713289513166667","0.772596243086265",6.88776379361918,1.07251437707185,1.00276975330029,1.34762110605556,"2.55538716825806",1.5013493250854,0.827052025899501,1654.63444433333,1919.2294445,1295.65,2323.83333333333,87768.2459433332,90042.6793583333,264.58944445,26304.24163,1028.18333333333,3006.86359124084,6551233.04754648,7510.01477097619,2037.025,1863.9,"1844.79166666667",210.925,249.125,"352.25",1964.925,1753.69166666667,"1767.83333333333",3758.24456140835,2519.42718884578,"2442.20825772929",91.025,100.108333333333,"104.15"
"98","Columba livia","yes",10,"CW+JT","Columbiformes","Columbidae A","Columba livia","Domestic Pigeon (Rock Dove)","domestica",5.3,2.3,"0","NA",NA,201.793952380952,2954.73147394558,660.367761904762,9492.60656482995,0.0918952380952381,0.016393246154195,458.57280952381,11135.5199512245,360.048333333333,6020.77185,404.48,154.89,755.88,0.0431,602.71,600.99,5.3,0.7416,0.0291,676.92,0.3487,654.25,0.3487,14009.0959573297,65482653.6758689,22487.6484814979,"0.0629333333333333","0.00106820072222223",14574.6541470871,17088.8514619883,1450.99914174738,0.1051,"18.1637733424309","21.607660716994","3.71600274462283","1.27002424559939","0.190674808162479",7.25558244017766,1.12100161841469,0.983181640116128,0.920467639781163,"12.9629991752886",2.31478999412164,0.0938857569811607,282.120285714286,504.550142857143,218.28,554.7,4518.77910839002,1860.49232074831,222.403476190476,5835.89437789116,336.42,6764.51874855244,21071439.5550641,12597.1264226046,519.495,494.87,"502.881666666667",263.655,179.36,"233.525",329.34,375.715,"371.816666666667",10346.0018955457,6724.33768614283,"1660.4362055048",89.115,96.605,"96.5616666666667"
"99","Anthoscopus minutus","yes",7,"CW","Passeriformes","Remizidae","Anthoscopus minutus","Cape Penduline Tit","minutus",6.57142857142857,1,"0","NA",NA,4207.23928578231,18451.304766101,8096.60841827891,12712.8303952196,0.273222789122449,0.000350205179786196,3889.3468537415,24994.5291519744,6005.67704077551,197561.431960487,5937.65714285714,4092.37142857143,8259.7,0.236571428571429,8143.18571428571,4167.32857142857,6.57142857142857,2.35485714285714,0.276,8130.81428571429,0.286,8063.02857142857,0.288142857142857,14325.5085195868,898825.421558915,16104.939153323,"0.103587755210884","0.000195677497246516",16023.0170004658,14321.450976291,13817.655311735,0.124142857142857,"3.23747384403175","3.0527744113974","2.95159701121932","0.945613868565093","0.969071875686998",2.78285055746447,0.999015434532381,0.991777063308939,1.18759935150637,"1.03691877387463",0.904326634253657,0.964145685028784,4693.18928566667,6998.05238096599,4429.31428571429,7325.68571428571,86229.2927787613,49471.0115114013,2304.84940476871,33912.1564024751,2896.37142857143,8475.00735240137,320897.848745619,9363.47044265414,7156.62857142857,7043.2357142381,"6824.31428571429",2244.67142857143,2341.78333328571,"2309.59761904762",6188.20714290476,6156.17380947619,"5723.54761909524",8770.84212591702,8488.80135098113,"8175.6039407193",90.7547619042857,96.9952381,"97.0761904757143"
"100","Dicrurus megarhynchus","yes",1,"CW","Passeriformes","Dicruridae","Dicrurus megarhynchus","Ribbon-tailed Drongo","monotypic",6,3,"NA","NA",NA,637.6666667,1423.045556,1989.733333,559510.0422,0.248,0.031835333,1352.033333,557370.4689,1686.8,470142.85,2368.7,561,2761.6,0.645,1078.8,2200.6,6,1.798,0.139,1323.3,0.191,2761.6,0.645,7447.616245,17704706.72,11586.66667,"0.062","0.0004228",624.3410853,5484.172662,11145.54974,0.096,"2.272727273","5.540166205","5.141388175","2.43767313","0.928020566",3.337041157,1.226640712,2.086903952,0.215503876,"1.374100719",8.783936844,2.032311969,818.2666667,1801.616667,689.1,2540.9,14220.13556,533176.8981,983.35,401476.6392,1851.8,5467.413158,12043292.6,9331.111111,1701.15,1851.85,"1851.85",925.95,1055.1,"969",1615,1722.7,"1722.7",4799.121447,6249.790168,"5353.327858",92.55,95.6,"98.35"
"101","Hypocryptadius cinnamomeus","yes",1,"CW","Passeriformes","Passeridae B (cinnamon ibon)","Hypocryptadius cinnamomeus","Cinnamon Ibon","monotypic",6,4,"1","NA",NA,2468.216667,591561.9614,3750.816667,371166.6181,0.2005,0.012362583,1282.616667,487177.0681,2950.066667,384994.9456,2584,1692,4657.4,0.435,4657.4,2965.4,6,1.627,0.142,3711.4,0.156,3456.7,0.435,9744.553392,83457302.11,28906.66667,"0.0848","0.00241216",1380.229885,9737.323944,6180.769231,0.153,"2.638522427","4.842615012","5.012531328","1.83535109","1.035087719",3.6877689,0.796882381,0.931373606,0.326436782,"1.098591549",7.054856621,0.634750293,2691.666667,3524.266667,2110.3,4522,440649.9989,432408.3156,832.6333333,307069.0022,2411.7,6589.326505,51136704.37,22012.22222,3682.2,3122.3,"3768.3",344.55,839.8,"1313.55",3402.25,2519.4,"2928.55",1143.433908,5547.921676,"13076.62393",101.2,103.6,"100.15"
"102","Charadrius vociferus","yes",8,"CW+JT","Charadriiformes","Charadriidae","Charadrius vociferus","Killdeer","vociferus (?)",5.125,1.625,"0","NA",NA,3622.962592,12567.917266381,4418.26346316667,35824.0195589355,0.234975432916667,0.00762592441269841,795.305454508333,27057.4567049841,4187.55575758333,51788.6617956937,4346.9125,3530.4375,4573.7625,0.325,4524.1125,1043.325,5.125,2.868375,0.2265,4461.125,0.21375,4350.2125,0.32875,3734.1108477965,848967.556963026,4670.43713849011,"0.340497619","0.00459713485714286",2742.43281198208,3757.04291956592,3956.51832611511,0.422857142857143,"2.2827646326","3.0885477154","2.2179790626","1.2801933938","0.8769487184",2.71678891971033,0.978710249929451,0.970895258227155,0.702920169663866,"1.01591816851076",1.64030650820449,1.16144478825573,3813.291580125,4318.28428575,3699.7625,4475.5125,15719.7802861667,35523.4827272379,505.002132033333,8893.6650974127,775.75,2309.65474783585,175429.844868338,2753.67259451625,4388.68928571429,4165.375,"4279.96111116667",461.260714285714,405.625,"527.013888883333",4292.31071428571,3969.47142857143,"4116.1",2016.64801093263,2348.29592175405,"2761.64944934146",98.5,97.1821428571428,"97.7472222333333"
"103","Certhia brachydactyla","yes",6,"CA","Passeriformes","Certhiidae","Certhia brachydactyla","Short-toed Treecreeper",NA,6.33333333333333,6.16666666666667,"NA",NA,NA,5220.24981488889,240963.500659259,6531.38851855556,349575.214425926,0.144816666611111,0.00230550953703704,1311.14203705556,121634.765606482,5809.53425916667,303734.195927777,5559.53333333333,4530.55,7231.06666666667,0.138833333333333,6063.33333333333,2700.51666666667,6.33333333333333,1.23,0.1215,6478.33333333333,0.216166666666667,7171.3,0.216166666666667,10636.8872478141,33327964.2692659,21296.6773074074,"0.0606541666666667","0.00238973483333334",7524.52320852299,12861.461753289,5412.02198116667,0.145333333333333,"4.57131451910518","8.46128125574797","5.20171825044927","1.81777294249594","0.684778007130434",5.21092495676499,1.08811883397001,1.11699279725222,0.890590092557471,"2.00489101902119",2.05798702279675,0.455652503115024,5426.04851844444,6108.6535185,4705.5,7002.75,226421.272048148,440345.656533333,682.613888888889,97310.455322037,2297.25,5844.39063857073,19266380.6464333,14001.4173092593,5462.4944445,6259.00277783333,"6660.45",317.025,863.31944445,"866.7805555",5351.81388883333,5928.35833333333,"6202.9805555",2178.71409774056,9547.26744667534,"5624.7267817963",99.35555555,101.666666666667,"99.8611111166667"
"104","Aleadryas rufinucha","yes",6,"CA","Passeriformes","Oreoicidae","Aleadryas rufinucha","Rufous-naped Bellbird",NA,3.83333333333333,1,"NA",NA,NA,2282.79722222222,11081.8352777778,3942.14027777778,35327.0590509259,0.218064814814815,0.000197233539094649,1659.33541666667,21626.1863831185,3055.8900462963,72928.7885178921,3111.2,2192.36666666667,4060.58333333333,0.213833333333333,3899,1868.21666666667,3.83333333333333,0.828166666666667,0.215833333333333,4037.9,0.220833333333333,3865.98333333333,0.225666666666667,15763.1188212822,21826597.8319838,19225.8207895163,"0.229684523666667","0.00144213645833333",17787.8485890827,16526.9790208845,14528.7385120336,0.278333333333333,"8.61770524216766","8.39438339450427","9.20952192486504","0.97456247455698","1.09748334328221",5.32840742577663,1.05576401092264,0.936230533054148,1.14918401586212,"1.06797345374932",0.987723558394211,0.894344729721725,2760.26157407407,3705.68935185185,2727.51666666667,3802.83333333333,2061.48709619342,27482.6716949588,945.416203703704,29893.2872505142,1075.31666666667,9872.28984093094,12577142.3354067,12775.3632857257,3983.64444444444,4042.22222211111,"3842.02222222222",1728.20000011111,1837.57777777778,"1573.96666666667",2814.15555555556,2457.75555544444,"2780.67777777778",20644.7950823941,19907.9735785079,"16878.7022836935",89.41111111,95.1888888888889,"97.2388888888889"
